Year,School.Name,Medical,Competition.Guarantees,Recruiting,Game.Expenses.and.Travel,Other.Expenses,Facilities.and.Equipment,Coaches.Compensation,Athletic.Student.Aid,Corporate.Sponsorship..Advertising..Licensing,Donor.Contributions,NCAA.Conference.Distributions..Media.Rights..and.Post.Season.Football,Ticket.Sales,UGDS,TUITIONFEE_IN,TUITIONFEE_OUT,NCAA Subdivision,quantiles,Total.Points
2014,Florida State University,1390716.744,2769986.48,1468306.1919999998,20006875.9,13021201.83,18523629.09,17255890.38,9602801.271,15078724.31,22832734.86,21412263.6,25903789.52,32432,6507,21673,Football Bowl Subdivision,3,108
2014,University of Arkansas,1550073.58,3364931.848,1687008.8380000002,10885166.32,13411517.35,20477144.08,17374494.81,9180119.645,11977149.7,21570135.19,21965720.53,34758026.79,21405,8210,20300,Football Bowl Subdivision,3,101
2014,University of Colorado Boulder,615377.8367,1494713.085,913264.6647,6286729.323,8590824.28,14674252.87,12780109.03,9624004.241,4052199.453,10645927.79,21757650.79,12228925.08,25873,10789,33151,Football Bowl Subdivision,2,44
2014,University of Hawaii at Manoa,492836.7537,2470997.633,618188.1376,5017911.916,2995789.901,8439151.162999999,6714350.266,8937557.828,4157292.744,4564217.625,4834319.783,6348377.512,13667,10620,29412,Football Bowl Subdivision,1,11
2014,University of Iowa,727271.8128,2858934.7339999997,1339682.207,10215722.63,13742192.03,28914844.47,17645419.18,11925308.16,8711721.965,30775760.44,30881263.32,26247819.22,21486,8079,27409,Football Bowl Subdivision,1,17
2014,University of Nebraska-Lincoln,756524.4905,4569343.484,2088579.7519999999,9617674.981,15111999.81,16150146.47,15805116.13,9662922.651,13321604.95,11997267.88,18844245.7,41008963.31,19979,8170,22090,Football Bowl Subdivision,2,45
2014,Texas A & M University,701923.3446,4286590.9180000005,1373095.59,10504054.23,18557347.63,17483699.13,18664202.94,7822690.57,11231027.98,36814247.53,22931487.74,37255791.23,46941,9685,26583,Football Bowl Subdivision,3,95
2014,University of Wisconsin-Madison,2883714.4510000004,4043826.337,1040943.7729999999,13578412.93,9992691.998,43825265.01,16151746.27,11203785.7,4679994.521000001,38987976.77,38808467.27,27936780.67,29302,10410,26660,Football Bowl Subdivision,3,72
2014,University of North Carolina at Chapel Hill,2248316.769,2413877.152,1337341.303,9359854.204,8499246.184,17299937.69,13831177.8,12563272.83,2770859.377,18486541.63,26156749.05,23330498.76,17908,8336,33418,Football Bowl Subdivision,3,111
2014,Portland State University,348887.9095,133931.3177,185822.5306,2057610.6819999998,1712398.8730000001,767306.435,2611605.95,4456455.967,257847.1367,597318.7132,573195.9499,254048.3641,19662,7794,23319,Football Championship Subdivision,1,10
2014,University of Utah,1007423.939,923603.5711,1078247.172,5870731.793,7769707.476,4356923.463,11469956.28,8205284.856000001,3438464.0,10105564.31,16751492.06,13868028.02,22804,7835,25057,Football Bowl Subdivision,2,22
2014,University of California-Santa Barbara,103566.4827,64679.501379999994,222251.0055,1902364.874,1281064.318,1902801.8290000001,3829589.5560000003,3885983.13,42257.92308,1046701.24,618892.7404,320283.0609,20237,13865,36743,No Football Subdivision,1,7
2014,North Carolina State University at Raleigh,735259.6775,3031829.07,1522401.4430000002,7474555.927,4474892.231000001,11065424.0,14594245.46,9259927.324,2191034.077,10973728.31,24160601.03,21241943.34,22925,8296,23551,Football Bowl Subdivision,1,3
2014,University of Illinois at Urbana-Champaign,475326.1053,2549143.6659999997,1849696.063,7165977.384,10316919.82,22748957.07,10934255.34,11048108.01,5122508.437,17142692.64,31395426.73,17240653.73,31875,15020,29646,Football Bowl Subdivision,2,22
2014,University of Vermont,91579.10968,64680.5152,327926.2278,1696207.2,931780.0058,2716354.543,3557965.659,6845761.235,953383.4337,716918.7129,666502.6038,1581483.6609999998,9958,16226,37874,No Football Subdivision,1,8
2014,West Virginia University,949481.2518,1488500.414,1321586.586,9601730.68,14485907.96,12080748.62,14790550.86,9131126.935,11873795.1,19961671.83,16558214.93,19076363.17,21945,6960,20242,Football Bowl Subdivision,2,23
2014,University of Missouri-Columbia,932850.5966,2081546.9030000002,1244471.604,9849081.769,10253168.98,16014226.04,16435124.36,9264228.95,2578795.788,20391565.75,26656874.13,24570621.09,27276,9433,24460,Football Bowl Subdivision,1,8
2014,University of Washington,968678.8918,1615232.6169999999,1325530.334,12514323.71,15374969.77,9638376.112,17044812.66,11764687.09,11477920.82,24363208.31,25280008.16,28882074.86,29468,12394,33513,Football Bowl Subdivision,1,20
2014,Iowa State University,461072.8511,859543.512,1420149.881,7269229.583,8854368.055,20916335.71,11678367.67,7331253.897999999,874464.8716,17643058.0,28455864.13,14617380.77,28336,7731,20617,Football Bowl Subdivision,1,14
2014,Murray State University,184969.9105,230893.7961,209683.7292,1043958.865,1967083.914,3875246.808,2643127.55,3905662.333,676641.7883,2019492.174,790176.1205,1167178.1909999999,8126,7392,20112,Football Championship Subdivision,1,3
2014,The University of Tennessee,1190737.272,2617943.32,2629818.16,9438876.175,16006322.32,27058550.48,17167867.74,11094745.62,8802016.569,27143731.39,27370238.4,33022535.2,21396,11876,30326,Football Bowl Subdivision,2,30
2014,University of California-Irvine,137240.4167,29854.88505,127899.1062,1932544.18,925853.2312,2302349.163,3642349.709,3178001.215,339274.896,510777.2605,580465.0182,372922.4707,24474,13179,36057,No Football Subdivision,1,18
2014,Washington State University,1108983.064,1462481.813,1003308.855,6307481.145,9032966.125,17312818.24,10367481.92,9735276.747000001,3745834.0719999997,7114654.922,23510857.83,5969621.5370000005,23585,12428,25510,Football Bowl Subdivision,1,3
2014,University of New Mexico,400630.0912,526860.4545,692013.2827,5560765.334,7225106.237000001,12096588.5,8086539.504,7759848.105,5748704.715,9986439.787999999,4162184.4110000003,6862703.132,20261,6846,20664,Football Bowl Subdivision,1,16
2014,Montana State University,466088.2041,393633.7396,419662.4791,2087531.465,1907953.033,3783750.8310000002,2845826.08,4755125.462,1004233.4559999999,2060377.388,905963.1541,2907322.1960000005,13117,6800,21391,Football Championship Subdivision,1,4
2014,University of Oregon,1276504.169,1693804.4540000001,1549060.7769999998,7258178.977000001,15367467.52,37692126.94,16508947.48,10097025.94,8009455.95,126653605.6,22985008.15,26993797.99,20252,9918,30888,Football Bowl Subdivision,3,210
2014,University of Connecticut,725385.0992,1419862.971,1054520.811,12739767.23,8501056.861,2904054.663,16420857.93,12601917.51,12773123.84,6365732.032000001,12885090.81,10847144.12,18016,12700,32880,Football Bowl Subdivision,3,80
2014,University of Arizona,973192.4054,1921255.3269999998,1400688.649,11161226.68,8633389.389,33532599.74,15478134.78,10950136.78,6395690.3270000005,44876589.25,22412257.27,15137757.86,32646,10957,29421,Football Bowl Subdivision,2,30
2014,North Carolina A & T State University,88429.18005,32949.05475,173559.3993,1761897.477,805453.3299,1737649.001,2480430.187,2888517.917,292558.2055,300507.5451,545650.5401,829465.5872,8894,5642,18402,Football Championship Subdivision,1,4
2014,Sam Houston State University,372940.7194,222377.7327,191365.0685,1461286.523,1609507.592,1752695.06,2901262.611,3916614.599,503010.408,1147782.857,855639.3024,557121.8802,16819,7294,15982,Football Championship Subdivision,1,21
2014,Arkansas State University,172650.0054,597018.6234,438037.9135,2781139.482,2589986.301,2004839.475,3814564.787,5458437.7360000005,653348.3274,1582029.094,1687385.9780000001,1475359.3180000002,9139,7720,13480,Football Bowl Subdivision,1,8
2014,University of Maryland Eastern Shore,43137.9163,3041.451208,174506.3045,1839285.176,45621.768110000005,518677.93700000003,1290713.8290000001,1716364.925,11181.38846,0.0,227640.4571,11606.17781,3441,7287,16311,No Football Subdivision,1,3
2014,Arizona State University,1617891.8590000002,1466999.382,1124319.074,8690630.515,10823262.65,11378527.21,16944053.43,12877327.0,10288270.36,13686292.19,23275671.53,13063168.79,39316,10157,24503,Football Bowl Subdivision,1,11
2014,Coastal Carolina University,323425.8938,113059.8657,506484.7591,2296330.1319999998,1568309.108,4842302.578,4352595.478,7197810.226,739773.1911,1151321.078,1271019.418,477138.8102,9058,10320,23660,Football Championship Subdivision,1,18
2014,Jacksonville State University,105504.9009,161723.0851,205085.0549,1991562.5269999998,1111356.409,771277.5565,2742512.038,4346416.263,0.0,871937.4256,891499.026,770116.7359,7060,7092,13884,Football Championship Subdivision,1,12
2014,University of North Dakota,735169.4477,231918.7651,501178.4405,3661106.3389999997,3668384.5310000004,4865160.098,4133062.5160000003,3937055.1789999995,1127501.446,3476115.1380000003,768225.9671,4356161.072,10978,7741,18409,Football Championship Subdivision,1,13
2014,Illinois State University,508513.407,343241.9622,401300.2243,2218782.25,2386933.949,930724.6222,4402038.322,6091940.594,1058602.438,2124219.477,1471908.284,1488586.5890000002,18056,13296,20886,Football Championship Subdivision,2,36
2014,Miami University,388488.61799999996,73257.4076,419790.22,2931468.277,3262764.432,1459634.001,5872996.66,9564876.402,626975.9039,1638255.389,1309506.956,1227453.6709999999,15454,14287,30391,Football Bowl Subdivision,1,15
2014,University of Northern Iowa,257816.7222,517542.4618,231504.1139,2702428.752,1574751.915,3009886.0130000003,4157148.7819999997,3833893.209,1244369.209,2785747.28,1033119.132,1253333.379,9882,7749,17647,Football Championship Subdivision,1,3
2014,Virginia Polytechnic Institute and State University,930453.9331,1273011.5690000001,1308690.8329999999,8100718.749,4604132.617,18111813.55,12942163.64,11268613.22,1863272.0880000002,16559506.54,24605875.57,15213118.94,24191,12017,28048,Football Bowl Subdivision,1,1
2014,The University of Tennessee at Chattanooga,315794.8927,16221.07311,336078.3308,1317978.4109999998,2372605.673,1095033.955,3078678.57,4990166.784,428649.9674,1444119.5580000002,533736.1619,807385.6652,10213,8138,24256,Football Championship Subdivision,1,9
2014,University of Memphis,775354.1149,1424192.9840000002,770261.7118,6109450.228999999,7365842.295,7441763.0,10822648.27,8988537.618999999,3001506.815,11545053.76,6119806.37,8715338.251,16093,8619,20331,Football Bowl Subdivision,1,2
2014,University of New Hampshire,366951.0882,154843.3224,402177.1761,2565449.9,2607713.906,4359531.0,4957482.335,8758617.088,1567394.645,1089924.317,1678534.341,1686809.116,12591,16552,29532,Football Championship Subdivision,2,30
2014,Stony Brook University,270177.1799,95298.80451,284465.9176,2068817.415,3331453.58,6491440.28,3576991.9639999997,6816322.015,512878.9033,562730.3163,1227411.091,350796.927,16170,8430,21850,Football Championship Subdivision,1,9
2014,Kansas State University,991569.8674,1929206.6940000001,1324200.206,7802969.8,8767592.41,10701187.92,13126148.12,7122788.777000001,2307753.8219999997,18747537.69,28980446.54,15871101.43,19727,9034,22624,Football Bowl Subdivision,1,6
2014,"University at Albany, State University of New York",0.0,0.0,469559.5138,2492319.22,1801405.929,2164182.1180000002,3453540.473,6082340.761,431798.8832,948004.1204,1299276.528,256436.9171,12659,8302,19942,Football Championship Subdivision,2,22
2014,University of Maryland-Baltimore County,233658.4752,4843.00414,166561.0201,1264907.115,1191525.008,2511661.836,2190406.524,4624849.969,103195.4257,194526.1502,691370.5227,51896.28196,11274,10384,22682,No Football Subdivision,2,24
2014,Georgia Institute of Technology,773906.3841,1390442.0,1418968.785,7489209.6389999995,6418875.308999999,19759433.57,12019101.45,9144041.95,4913549.587,17324982.02,22859609.12,11051109.92,13996,11394,30698,Football Bowl Subdivision,1,14
2014,California State University-Fullerton,36470.041430000005,54406.49302,222036.0763,1547665.765,600845.7828,1405434.3269999998,3454848.297,2456528.4359999998,278163.0169,896886.4499,406323.6879,499264.3539,32610,6315,17475,No Football Subdivision,1,12
2014,University of Nebraska at Omaha,165672.9164,65898.1095,171434.4388,1681839.385,505155.6449,4088956.4039999996,2376780.571,2450686.8219999997,570695.877,1070500.595,41409.35819,2085556.549,11989,6750,18070,No Football Subdivision,1,8
2014,University of South Florida,1382273.676,1413435.371,810978.6329,6740862.596,5904365.174,7572832.312000001,8300918.22,5689981.3889999995,4990854.152,3770609.7339999997,12403903.82,5048898.221,30279,6410,17324,Football Bowl Subdivision,1,6
2014,San Jose State University,630503.9873,473949.3417,511373.385,3722995.815,4347345.933,2041616.7030000002,6333121.592,5736046.195,612244.1281,3555999.8680000002,2997717.167,1504217.62,26528,7323,18483,Football Bowl Subdivision,1,3
2014,Kent State University,316790.4611,384355.2858,377989.5285,3154573.93,2906706.809,2018001.862,4315675.302,5832508.862000001,438261.967,982133.2582,1080057.8490000002,493672.13899999997,22530,10012,17972,Football Bowl Subdivision,1,2
2014,Southern Illinois University-Carbondale,90923.09907000001,76242.85556,415761.6253,2492390.187,1506025.256,8865854.602,2845485.437,5817337.322000001,1543640.688,2810634.462,1250771.4640000002,1397096.604,13171,12248,24871,Football Championship Subdivision,1,2
2013,University of Virginia,1807924.834,1909984.791,1220154.389,9948722.45,7647259.186000001,18029923.45,16902627.73,13929314.22,5812946.215,32204664.97,17897152.37,13468051.89,15020,12668,40054,Football Bowl Subdivision,3,133
2013,Texas Tech University,1017262.548,1511246.052,1642459.374,7318874.047,5382767.956,21365248.86,10892482.91,5684115.892000001,6927347.152000001,27109814.43,20690963.08,11215559.11,26809,7517,16013,Football Bowl Subdivision,1,9
2013,University of Maryland-College Park,877265.2004,1314761.42,801213.2136,5638013.664,6116058.992000001,11089351.83,14045553.7,13228823.69,6452493.58,11055580.83,16709335.89,12196659.41,26045,9162,28348,Football Bowl Subdivision,3,154
2013,Clemson University,513381.3038,1624350.4330000002,1339210.602,8496674.305,8354772.0,8463190.742999999,13777408.06,11579780.93,4921672.522,14395037.6,20076440.81,22606623.59,16801,13054,30488,Football Bowl Subdivision,1,12
2013,North Dakota State University,303410.5233,386074.7409,397095.469,4394390.904,2122743.464,1394842.767,3796612.48,3369906.209,1319642.808,3193142.88,825118.4162,3542381.582,11629,7660,18242,Football Championship Subdivision,2,60
2013,Pennsylvania State University,2900185.41,2884222.508,1746277.991,10017690.35,21595032.64,21844124.58,20629597.49,15259319.42,5240716.263,25221381.72,27078601.57,34406553.27,39460,16992,29566,Football Bowl Subdivision,3,110
2013,University of Florida,2888662.943,3396351.0110000004,1654026.1409999998,14303278.22,14476940.45,20320150.66,19514959.6,9838629.529,9494338.152,49872070.65,31853258.59,25389207.52,32346,6263,28541,Football Bowl Subdivision,3,238
2013,The Ohio State University,1842045.0990000002,8241984.94,1791250.02,12555872.09,16711655.01,7512625.39,29359762.46,15821971.01,13099550.35,22876593.82,26372188.05,56251257.89,43139,10037,25757,Football Bowl Subdivision,2,54
2013,Michigan State University,1541266.898,3761351.713,1392343.3480000002,9921187.629,13800799.16,22935656.76,16735070.84,12363395.18,7291224.867000001,24843370.85,30684268.12,27339806.32,37622,12862,33750,Football Bowl Subdivision,2,62
2013,University of Michigan,866029.1473,1974705.9409999999,2047874.22,13448274.95,16612956.8,34768771.23,19696858.79,18855071.74,23153308.16,32232266.76,28687931.79,44440973.03,28077,13142,40392,Football Bowl Subdivision,3,74
2013,The University of Texas at Austin,1921797.792,2821146.689,1447703.524,33754209.0,16810568.54,27326891.97,25153948.92,10257658.28,34432968.19,38517708.27,22398311.53,62702590.37,39323,9798,33842,Football Bowl Subdivision,3,125
2013,The University of Alabama,2417620.316,3340408.7369999997,1839281.9319999998,11910790.15,17219800.52,25854170.56,22009676.59,13683199.74,11542228.86,35269044.49,35835558.54,40081922.23,28692,9450,23950,Football Bowl Subdivision,3,85
2013,University of Oklahoma,1408890.409,1857340.39,2063300.355,14674179.24,8659360.115,27064688.89,21918356.1,9743646.451,13193141.54,35530897.28,29366866.13,38913589.06,20528,8916,21105,Football Bowl Subdivision,3,86
2013,Indiana University-Bloomington,1458857.156,3477718.127,1398063.371,6938129.8889999995,8525905.97,9627937.564,14863772.44,12675823.6,7387675.04,15852377.18,30637534.34,14844297.37,31984,10209,32350,Football Bowl Subdivision,1,7
2013,University of Akron,418521.8578,783515.3482,494720.14200000005,2521876.794,3430784.4760000003,3806067.207,5908417.637,6981135.146000001,789076.7102,1161058.478,1516324.22,1212750.916,19022,10054,18418,Football Bowl Subdivision,1,3
2013,Eastern Washington University,166552.3881,24118.46719,165335.647,1294702.1909999999,1735410.7719999999,1718210.524,2107015.463,3051759.828,91876.83329,636897.5274,737882.9198,386402.3647,11672,7961,19612,Football Championship Subdivision,2,30
2013,University of Louisville,752153.0987,2474641.276,1375069.951,10481115.21,17143709.38,18260090.48,18866843.53,10419003.71,5165702.782,29811354.75,15813651.64,26671999.86,15023,9946,23834,Football Bowl Subdivision,2,39
2013,University of Kentucky,898834.7958,2148952.336,1829154.4419999998,9280431.765,12326709.56,21403887.86,19915346.76,11086179.65,9312185.515,19647490.63,31416760.7,29729809.4,21050,10110,21192,Football Bowl Subdivision,3,75
2013,University of California-Berkeley,1268074.002,1428324.269,940017.5164,9486500.938,26403429.76,5815119.04,18567003.9,10303183.56,7183428.403,26852236.21,22107624.76,14996567.22,25951,12864,35742,Football Bowl Subdivision,3,76
2013,University of South Carolina,934772.4452,2147468.7569999998,1136602.084,12588724.1,12418456.58,20346389.41,16350325.14,9336649.12,4231523.768,26671090.14,23534753.93,20694235.19,23987,10816,28528,Football Bowl Subdivision,3,112
2013,Louisiana State University and Agricultural & Mechanical College,633737.7094,3696117.4930000002,1386755.199,12336979.23,20335523.22,21726064.64,20284812.62,11638393.65,3003404.413,33061046.73,31503128.71,40095632.97,23990,7873,25790,Football Bowl Subdivision,2,62
2013,Mississippi State University,1076931.2859999998,2348948.106,1132243.039,6714771.865,9922763.932,11580307.39,11329461.94,6697600.465,866299.0763,17378519.81,25731306.49,11788734.84,16399,6772,16960,Football Bowl Subdivision,1,6
2013,California State University-Long Beach,210782.628,38314.467169999996,231572.31399999998,1393986.618,2591026.016,1473087.155,4159837.008,2741295.091,135369.4045,1567282.081,532464.8735,812054.6758,30440,6240,17400,No Football Subdivision,1,9
2013,Auburn University,1027238.589,3286694.922,2880806.1539999996,7931937.46,16085768.94,25822858.79,17410957.66,10720824.54,5375507.69,32795372.69,27932361.31,29356902.45,19761,9852,26364,Football Bowl Subdivision,2,41
2013,University of California-Los Angeles,488404.6271,1505472.456,1209402.5590000001,12768114.6,11332910.23,10910661.91,16256733.95,11943067.27,10181257.03,14873615.58,23311999.64,25699753.65,28667,12697,35575,Football Bowl Subdivision,3,145
2013,University of Minnesota-Twin Cities,883370.5416,4944628.852,1474530.554,8889787.806,18669888.07,30303919.58,12139351.0,10393736.5,9835133.845,8796303.762,29130019.9,23928887.39,30271,13555,19805,Football Bowl Subdivision,2,44
2013,Northern Arizona University,182428.7478,86271.1699,291536.7372,2018653.888,792236.5282,979151.043,2697873.608,4458183.786,626994.6352,594011.7813,603574.6866,348456.7319,22011,9738,22093,Football Championship Subdivision,1,12
2013,Oklahoma State University,955173.7219,1693863.3380000002,855698.6958,6951997.235,20140509.8,33187410.6,14969710.31,8807486.241,2566498.534,27523392.06,26852624.62,23621217.75,20314,7442,20027,Football Bowl Subdivision,2,40
2013,University of Georgia,1636483.846,3544627.5560000003,1587255.7980000002,13439627.95,7917440.623,26712595.33,17942044.04,11115350.53,7737646.259,29521194.44,30051746.12,25151042.55,26120,10262,28472,Football Bowl Subdivision,3,86
2013,Florida State University,1528339.1530000002,2017024.0119999999,1125110.525,14881331.22,12981849.96,16421019.75,14852206.7,9833773.897,12218559.72,19465897.42,20780106.62,20917197.6,32086,6507,21673,Football Bowl Subdivision,3,119
2013,University of Arkansas,1250008.332,3698320.1960000005,1536434.9630000002,10940102.72,15130160.45,17630516.07,18483214.64,8721929.044,11400237.95,20024248.69,24067334.19,40627746.53,20776,7818,19074,Football Bowl Subdivision,2,29
2013,University of Colorado Boulder,762181.6831,883217.0323,902369.6297,6668132.87,10077625.92,13886511.93,11094016.87,9084778.556,4198892.234,13066068.85,19449660.47,12341506.21,25461,10347,32115,Football Bowl Subdivision,2,32
2013,University of Hawaii at Manoa,271996.7607,2286087.6119999997,679163.0548,4669785.473999999,3233483.875,8513772.557,6747778.415,8387102.697000001,4193387.537,4787549.737,4517329.15,6149123.237000001,14097,9904,27472,Football Bowl Subdivision,1,1
2013,University of Iowa,694723.1236,2942038.832,1313703.3390000002,8772819.937,12491816.49,40249558.45,16602146.25,11453087.37,8517047.765,31497134.64,27759295.6,26898728.91,21314,8061,26931,Football Bowl Subdivision,1,12
2013,University of Massachusetts Amherst,443465.566,226657.9574,850206.3613,4355573.6680000005,2568703.298,3856080.316,5321341.589,8781368.033,341980.4959,867350.9753,1425948.481,1456726.571,21672,13443,28159,Football Bowl Subdivision,1,6
2013,University of Nebraska-Lincoln,891977.3624,2881214.139,1849062.2230000002,11008341.19,13046313.55,12762001.02,15114397.41,9211028.069,12255373.09,13040887.15,20670828.64,33474718.11,19376,8060,21388,Football Bowl Subdivision,2,37
2013,Texas A & M University,569485.3298,2132817.38,1334515.6909999999,9406984.175,16951199.5,15961859.15,16276489.25,7727196.297,11593715.24,15754194.1,21802232.01,36301780.57,43931,8506,25126,Football Bowl Subdivision,3,123
2013,University of Wisconsin-Madison,2877697.849,4108550.494,963186.0807,15555929.18,9788797.747000001,67929745.27,16366542.51,11080182.49,4418891.598999999,60690631.13,35580758.94,28513047.67,29504,10403,26653,Football Bowl Subdivision,3,82
2013,University of North Carolina at Chapel Hill,2398536.746,2221735.297,1539731.8059999999,8698630.666000001,8171195.539,17753306.99,13255954.64,11770313.73,3985378.378,19275826.18,23681240.9,23192345.87,17882,8340,30122,Football Bowl Subdivision,3,75
2013,Portland State University,369669.8561,62846.07,181512.8436,1906821.882,1343427.47,853474.3570000001,2658200.223,4505217.373,396078.599,572071.291,582789.1216,253837.3373,20085,7878,23088,Football Championship Subdivision,1,4
2013,University of Utah,932295.6919,1135140.14,1219883.429,6230568.653,8311407.182,4932138.969,10420937.52,8277413.6389999995,3453293.672,7683214.35,10763117.88,12403471.4,23273,7457,23736,Football Bowl Subdivision,1,10
2013,Purdue University,1128460.942,2187984.897,1176037.478,8609945.589,8858617.186,16926259.92,12014690.16,10537914.66,5931171.005,17707330.45,27994090.58,14428313.05,30167,9992,28794,Football Bowl Subdivision,1,9
2013,University of California-Santa Barbara,131480.16,47368.4223,236416.6127,1976996.216,1592172.215,1917576.802,3541344.107,3911876.293,93831.24304,1082700.761,174950.0655,368838.4335,19362,13746,36624,No Football Subdivision,1,10
2013,North Carolina State University at Raleigh,757395.0791,1217177.9579999999,1421177.331,7370171.893999999,6367123.89,10439945.88,15402646.58,9012020.321,2182995.331,10890491.41,22673942.03,20328007.45,22977,8206,21661,Football Bowl Subdivision,1,1
2013,University of Illinois at Urbana-Champaign,580212.4328,2282956.642,1704998.425,8435281.937,10041550.22,18600413.28,10631215.32,11199424.15,4973063.093,19432126.42,30531045.28,16524730.19,31663,14750,29132,Football Bowl Subdivision,1,14
2013,Towson University,262223.6817,63876.33345,333555.0014,1956844.263,2634756.578,4067325.5319999997,4248716.805,5575080.021000001,169242.40600000002,929803.4847,1121880.65,206278.3162,18534,8342,20020,Football Championship Subdivision,2,36
2013,University of Vermont,163306.02800000002,72496.54767,289187.7365,1654883.321,1001240.922,2660366.867,3417943.272,6501434.183999999,914748.245,1091474.485,721312.1626,1549191.685,9970,15718,36646,No Football Subdivision,1,12
2013,West Virginia University,496203.7214,858195.0241,1357908.8530000001,10290386.66,11896077.99,14628424.21,13097992.59,9002421.357,4646118.262,24639956.67,13089488.8,22059604.18,22130,6456,19632,Football Bowl Subdivision,1,20
2013,University of Missouri-Columbia,865841.6393,3987446.117,1377045.996,7805236.692000001,8442477.297,11554548.75,14845722.22,8805050.697999999,2675594.161,16366623.9,26130027.72,23216887.78,26585,9415,23764,Football Bowl Subdivision,1,18
2013,University of Washington,881346.0739,1987638.8380000002,1511323.322,10764711.7,13721153.62,6870082.018999999,16349670.92,11054284.76,8813352.561,27403741.38,23132437.08,20497641.35,28754,12397,31971,Football Bowl Subdivision,2,46
2013,The University of Tennessee,893999.7695,2541659.913,2459445.921,6806200.534,17998760.04,24965047.03,17390203.0,12479323.52,4503045.578,24992745.66,27847925.04,35840856.16,20948,11194,29684,Football Bowl Subdivision,1,13
2013,University of California-Irvine,171971.5739,22501.98385,113946.1065,1813536.679,863652.3295,2035871.6509999998,3293535.8710000003,3026700.73,286431.7818,588020.7994,247233.3486,239276.62399999998,23517,13149,36027,No Football Subdivision,2,25
2013,University of New Mexico,406126.7583,1064404.313,662725.2016,5414385.711,6768290.96,10601275.86,8135610.24,7395598.796,5913106.366,9334464.962000001,3958356.628,6934343.671,20847,6846,20688,Football Bowl Subdivision,2,35
2013,Boise State University,189690.0445,670341.9393,459567.5534,3879896.916,4531885.742,12961336.39,9743524.88,6991468.687999999,3895299.354,11479735.14,3695732.1739999996,8453967.825,16557,6292,18892,Football Bowl Subdivision,1,9
2013,Montana State University,508519.4906,151981.3723,350616.164,2112980.688,1632631.6909999999,4171120.453,2779483.8660000004,4861310.4180000005,999775.8869,1969837.946,899226.2959,2527115.684,13055,6752,20717,Football Championship Subdivision,1,2
2013,University of Oregon,1253783.2179999999,3270788.684,1421645.071,6773667.905,12011595.25,26558084.66,17394243.69,10428278.14,7355138.29,48038708.61,19825488.21,26021526.55,20473,9763,29788,Football Bowl Subdivision,3,172
2013,University of Connecticut,565969.0407,1745555.7759999998,804128.8591,11485644.73,7298205.932,2654532.485,15627904.41,11223041.91,10818739.75,7420712.497,15819526.2,9158549.54,17684,12022,30970,Football Bowl Subdivision,3,146
2013,University of Arizona,979711.5063,2221969.167,1240603.057,9506522.048,8319288.697000001,9498445.813,14888544.09,11641552.43,6075438.795,16881187.95,20229188.7,15511646.39,31399,10391,27383,Football Bowl Subdivision,2,59
2013,Sam Houston State University,407836.9956,82906.3295,140841.1337,1356528.3,1381711.029,1343054.515,2777391.401,3744733.564,477592.0123,1039643.9909999999,785606.7829999999,386659.9306,16255,7022,15518,Football Championship Subdivision,1,20
2013,Arkansas State University,92800.9796,729929.286,408510.7879,2624730.055,790793.1291,2036453.75,3840081.355,4489787.117,258954.6558,415595.9096,1036894.218,1440734.822,9325,7510,13120,Football Bowl Subdivision,1,10
2013,University of Maryland Eastern Shore,35647.11512,0.0,130836.2454,1089906.424,53871.44515,446897.3735,1227968.937,1783927.938,0.0,1648.421508,252348.6066,30181.56755,3421,6998,15504,No Football Subdivision,1,8
2013,Arizona State University,1514959.121,1564593.093,1207562.509,7998190.6110000005,9183203.743999999,10629387.63,14020458.54,12503369.86,9302150.749,13123013.57,20854395.83,9880218.173,38480,9861,23654,Football Bowl Subdivision,1,12
2013,University of Mississippi,818728.7224,2288546.851,1283004.58,7733425.268999999,10251852.74,13255232.43,12543866.43,7266069.955,3680840.7460000003,19013470.62,25850293.68,16806009.63,16432,6760,17728,Football Bowl Subdivision,2,24
2013,Coastal Carolina University,329763.6319,119746.4897,501767.144,1862640.065,1485230.87,4718036.8319999995,4221655.905,6674950.123,908041.23,802134.2691,1271793.253,473683.1928,8570,9760,22770,Football Championship Subdivision,1,12
2013,Jacksonville State University,110368.0016,14751.311969999999,237674.5644,1144660.805,1262672.331,691741.5412,2868616.077,4953913.587,0.0,969654.0746,809569.6804,981853.4240000001,7195,7092,13884,Football Championship Subdivision,1,4
2013,University of North Dakota,663995.5164,339273.9938,413796.0394,3145950.633,3476958.8230000003,4718963.039,3728718.119,3939176.2139999997,1020878.7729999999,3598106.4710000004,581122.1554,4201789.335,11182,7508,17794,Football Championship Subdivision,1,9
2013,Virginia Polytechnic Institute and State University,870458.2498,1239785.028,1232371.253,7725291.339,4751013.504,19006803.79,12617409.72,10546899.59,2129069.2819999997,17101957.95,22886799.61,17194827.96,23928,11455,27211,Football Bowl Subdivision,2,27
2013,McNeese State University,436898.6668,103463.17599999999,237407.7262,1534599.033,1215840.676,1595769.895,1754279.017,2799180.442,571721.0015,1471574.7280000001,918605.5513,963676.4861,6777,5701,16603,Football Championship Subdivision,1,6
