Year,School.Name,Medical,Competition.Guarantees,Recruiting,Game.Expenses.and.Travel,Other.Expenses,Facilities.and.Equipment,Coaches.Compensation,Athletic.Student.Aid,Corporate.Sponsorship..Advertising..Licensing,Donor.Contributions,NCAA.Conference.Distributions..Media.Rights..and.Post.Season.Football,Ticket.Sales,UGDS,TUITIONFEE_IN,TUITIONFEE_OUT,NCAA Subdivision,quantiles,Total.Points
2013,University of Memphis,952092.204,1449166.4980000001,860721.23,5507945.995,5978871.172,7520039.166,9937743.963,9140619.865,2736239.588,11944554.97,3010465.8389999997,8550162.492,16178,8312,23024,Football Bowl Subdivision,1,8
2013,University of New Hampshire,370047.9628,77009.10155,383501.1429,2253646.6769999997,2468689.444,4431302.153,4819563.113,8760206.422,1562288.394,1106783.169,1500089.3290000001,1814205.32,12288,16496,29216,Football Championship Subdivision,1,20
2013,"University at Albany, State University of New York",194880.5118,0.0,464865.16799999995,2293449.875,1337765.142,2161202.168,2976173.52,5050895.375,203523.3918,648649.7425,1097252.202,307021.5967,12542,8040,18360,Football Championship Subdivision,1,12
2013,Georgia Institute of Technology,753698.4939,1466275.053,1402627.438,8331686.887,5933074.932,15743219.74,11270301.12,9200501.867,4954399.871,15593462.7,20373434.85,8922734.601,13975,10650,29954,Football Bowl Subdivision,1,6
2013,San Jose State University,489569.8551,464294.402,428091.9749,3663579.713,2095960.736,2224412.952,5705748.334,5753529.892000001,296050.3213,3571996.505,1866717.8480000002,887521.473,25723,7343,18503,Football Bowl Subdivision,1,4
2013,Southern Illinois University-Carbondale,70751.58017999999,30665.79137,381198.1744,1966645.159,1410792.2759999998,8337637.688999999,2709607.278,5776756.244,699339.2293,3088053.9480000003,1309356.658,1269430.8590000002,13220,12093,24716,Football Championship Subdivision,1,2
2013,Eastern Illinois University,292960.5612,6181.580656,162619.8726,1255913.8020000001,1198963.93,1055866.52,3106157.738,4062265.9080000003,211954.0375,891923.7887,1541855.179,129340.3029,8255,11144,28124,Football Championship Subdivision,2,24
2013,Southeastern Louisiana University,340446.4336,57182.71186,179874.7247,1051365.299,927874.8315,1123394.107,2286610.986,3816042.2180000003,848029.4147,902195.5152,640344.7889,369306.1731,11704,5715,17734,Football Championship Subdivision,1,15
2013,Wichita State University,162255.1593,562675.2884,387676.8006,3114714.075,5925893.996,2932046.307,5251826.624,2814960.9869999997,1876625.8909999998,7796309.459,1929455.74,4782104.794,11198,6926,14960,No Football Subdivision,1,12
2013,University of Louisiana at Lafayette,759010.5322,611783.8257,400260.4383,3128984.2539999997,1514737.615,2060279.622,4794044.517,4044580.4060000004,694041.0892,3779486.4110000003,1195604.241,2605288.983,14261,6192,15742,Football Bowl Subdivision,1,18
2013,The University of Montana,362480.6778,293308.7903,305924.3661,2628793.414,2124096.2,3708914.395,3247731.389,4134102.057,652050.6421,3223160.6360000004,942454.0895,5346985.877,11630,6045,21719,Football Championship Subdivision,1,9
2013,The University of Texas at El Paso,884391.5326,713370.8919,525337.511,4413921.608,3414306.443,4121025.954,5389106.137,6772933.328,1624038.263,3222646.534,3397118.557,3093378.35,19527,7255,19175,Football Bowl Subdivision,1,3
2013,San Diego State University,973144.6072,1208620.5890000002,552451.9843,5659253.575,6512908.227999999,5424949.002,9452753.629,6972141.976,4795489.977,5814215.499,3918944.9310000003,5512466.791,26625,6766,17926,Football Bowl Subdivision,1,6
2013,University of Delaware,702953.8983,233354.6698,397066.6216,2037928.0569999998,2638445.952,7157447.219,5428928.91,10717654.42,637922.6395,1625252.9440000001,1886599.872,2180236.286,17729,12112,29932,Football Championship Subdivision,1,2
2013,Old Dominion University,233054.8631,269151.1731,606028.7741,3462968.876,5313566.191000001,8083049.29,5943669.131,7060773.478999999,708987.1209999999,3921499.9839999997,949152.8624,3467718.39,19483,8550,24210,Football Championship Subdivision,1,2
2013,University of South Dakota,147327.6723,93753.97329,272246.0845,1887619.832,1057222.346,1318029.416,2186266.418,3245043.4310000003,593903.6036,947371.5369,133666.3791,492202.1782,6449,8022,10104,Football Championship Subdivision,1,1
2012,University of Virginia,1507515.966,1835533.755,1308259.789,10218092.91,6628410.477000001,11654882.24,16347398.61,13425151.35,4033357.264,32099212.43,18299038.9,13300559.66,14669,12216,38228,Football Bowl Subdivision,2,39
2012,Texas Tech University,1012974.1590000001,1189614.0790000001,1542052.407,6538003.988,3783559.215,19008358.32,10442230.63,5945902.328,6939330.437000001,22230237.8,20295842.72,15338448.02,26276,7517,15941,Football Bowl Subdivision,1,6
2012,University of Maryland-College Park,1019984.31,1597072.581,1030831.96,5792994.058999999,6285036.422,13668628.13,14796818.19,12469773.11,7160473.214,12053302.61,16161324.36,14129413.33,25831,8908,27287,Football Bowl Subdivision,3,74
2012,Clemson University,457860.2974,2763174.534,1230088.137,9060470.88,10017882.33,9915832.672,15277216.35,11436043.43,4607130.714,17469429.43,20179350.44,22001173.32,16425,12674,29600,Football Bowl Subdivision,1,17
2012,North Dakota State University,244728.0773,357173.787,380626.3282,3594067.7,2446662.9680000003,920110.0408,3607775.441,3129225.4760000003,998495.9913,2752334.2010000004,628122.5057,3047414.942,11684,7353,17599,Football Championship Subdivision,2,60
2012,Pennsylvania State University,2626196.431,1901500.8869999999,1492819.3190000001,11796874.92,21274756.08,25838305.94,19414707.7,13395505.08,4645992.834,26661318.17,28877190.78,36304695.77,38547,16444,28746,Football Bowl Subdivision,3,124
2012,University of Florida,2839362.102,3205466.358,1628779.246,12989305.18,16158117.21,20075863.43,18965882.41,9728856.282,9076400.001,48218034.74,31343752.09,24650202.4,32023,6143,28420,Football Bowl Subdivision,3,171
2012,The Ohio State University,1494818.0380000002,8018950.164,1348113.9519999998,20156488.53,41967548.35,6966226.378,17529119.21,15743113.33,10129429.03,19972869.82,25828121.04,51334267.5,41877,10037,25445,Football Bowl Subdivision,3,67
2012,Michigan State University,1366942.8869999999,2763010.413,1065034.933,10788074.86,13892281.85,21450029.72,16133872.29,11620984.52,6490429.878,23309139.37,30095017.95,25076202.36,36976,12622,32580,Football Bowl Subdivision,1,2
2012,University of Michigan,716581.4978,3171034.452,1681735.889,12116426.37,14402286.55,29090239.37,19003219.35,17593461.86,22381730.66,29811436.12,27564314.71,54744933.92,27797,12994,39122,Football Bowl Subdivision,3,122
2012,The University of Texas at Austin,1759436.086,2502969.974,1523978.218,30909921.37,14071450.49,27897949.19,24492640.21,9774373.133,30005768.67,42595446.1,21984998.54,61892733.25,39215,9790,33128,Football Bowl Subdivision,3,121
2012,The University of Alabama,2586318.225,3573745.997,1865544.854,9074476.547,15956474.49,25187748.02,20580719.75,13108744.32,10442870.39,31768965.94,34012671.13,34541932.32,27364,9200,22950,Football Bowl Subdivision,3,97
2012,University of Oklahoma,1133905.0159999998,1953609.747,1510573.63,15133518.7,7716647.065,25193580.06,21715198.67,9801642.265,13750505.57,34057953.82,17375250.26,37927035.63,20701,8706,20343,Football Bowl Subdivision,3,89
2012,Indiana University-Bloomington,1222567.852,3829987.615,1138393.771,6348274.132,8942590.368999999,9770506.364,13993110.53,12346634.47,6895919.977000001,15205946.13,29807035.17,13477857.1,31927,10033,31483,Football Bowl Subdivision,3,88
2012,University of Akron,550565.5218,755917.1640000001,452157.8855,2403756.369,3836290.061,3443156.059,5958912.817000001,6381698.315,668064.4779,1090612.6809999999,1537021.1130000001,1696920.717,20724,9863,18063,Football Bowl Subdivision,1,12
2012,Eastern Washington University,97687.38669,77487.99051,115947.6492,1238368.394,1812712.608,1712093.0,2037396.0019999999,2777866.999,322187.8432,693600.4118,588687.5308,168944.0156,11336,7933,18678,Football Championship Subdivision,2,24
2012,University of Louisville,844656.3112,2397860.567,1322451.53,9349610.867999999,13402590.49,18557270.88,16827224.95,9786689.506000001,3847014.3589999997,29596695.09,13576332.69,24495528.52,14854,9662,23146,Football Bowl Subdivision,3,105
2012,University of Kentucky,833481.4655,2034370.744,1606165.08,9260625.017,11183960.24,20568845.56,19971953.04,10505422.34,5832573.293,15852225.4,30632082.71,31942521.02,20436,9676,19864,Football Bowl Subdivision,2,23
2012,University of California-Berkeley,1456235.0280000002,1809696.759,970408.3457,8306341.272999999,12760205.16,3991301.584,16499377.55,10508835.43,7530781.887,13566578.48,15971673.95,11631093.1,25774,12874,35752,Football Bowl Subdivision,3,86
2012,University of South Carolina,1156157.49,2342054.286,993276.5334,13024647.59,11923630.49,17706711.45,14479843.53,9237154.704,3740867.959,26307277.32,24699364.4,20959144.56,23028,10488,27644,Football Bowl Subdivision,3,124
2012,Louisiana State University and Agricultural & Mechanical College,668249.5058,1693817.0580000002,1105548.7140000002,12241475.93,21918414.65,20722718.7,20777690.78,11405938.25,2963938.1119999997,37595922.54,30949913.51,32931544.0,23872,6989,22265,Football Bowl Subdivision,3,67
2012,Mississippi State University,724046.3784,2323574.499,1093068.22,6030165.2639999995,6718002.634,25880598.91,11165062.31,6763273.826,353221.2994,25120552.6,26591393.33,11844021.47,16390,6264,15828,Football Bowl Subdivision,2,36
2012,California State University-Long Beach,197442.4857,19339.06894,239870.3123,1699937.612,2830289.466,1664845.042,3740619.164,2623063.502,140526.0378,1869514.0669999998,634488.7182,719410.2286,30918,6052,17710,No Football Subdivision,1,19
2012,Auburn University,627357.3058,3234740.481,2660334.5919999997,7863552.905,13894078.82,26549739.06,18472177.93,10442444.93,7198769.797,34985708.55,28409727.85,30567491.27,20137,9446,25190,Football Bowl Subdivision,1,8
2012,University of California-Los Angeles,465456.8928,2321939.563,1152100.466,10673847.86,10300602.79,9654567.078,14062921.43,11633161.86,11925004.09,16723671.03,16395528.84,15151860.5,27941,12692,35570,Football Bowl Subdivision,3,139
2012,University of Minnesota-Twin Cities,731578.1617,2453253.932,1374070.118,9105184.898,18394685.76,23934978.82,10828065.96,10087213.41,9133163.827,8429360.749,26474604.17,24138868.01,30375,13459,18709,Football Bowl Subdivision,2,54
2012,Northern Arizona University,258519.4469,89609.92800000001,209760.95,1461283.0469999998,997452.7269,547959.4516,2538367.788,4563007.322,466372.6238,661866.5677,642485.6845,245931.28100000002,21627,9272,9272,Football Championship Subdivision,1,8
2012,Oklahoma State University,794266.0151,914117.0201,803533.0878,7062046.761,41526825.6,15403390.7,15591529.53,8576013.613,2629873.99,27176516.2,28153470.56,24129542.39,20103,7442,19457,Football Bowl Subdivision,2,35
2012,University of Georgia,1982974.8159999999,2272335.374,1682056.813,12935901.13,8053479.288,25082898.91,15895928.56,9814600.487,8274934.625,29103719.23,29032065.36,23832947.98,26060,9842,28052,Football Bowl Subdivision,3,70
2012,Florida State University,1262412.606,2937026.4910000004,1307799.8329999999,12087992.71,17489050.75,20189388.99,15159188.44,9975525.582999999,19072184.57,32406659.72,18028996.51,21304143.1,31652,6402,21570,Football Bowl Subdivision,2,53
2012,University of Arkansas,1306123.084,3736432.517,1718429.9430000002,11372229.73,13173420.43,14101593.3,15854611.95,8292859.329,10174577.92,23945950.86,24465235.18,40391701.7,19978,7554,18434,Football Bowl Subdivision,3,69
2012,University of Colorado Boulder,791729.9836,492362.2418,1007953.319,6481319.609,8424535.39,12186486.07,9454078.427000001,8421099.308,5339726.006,13080052.45,4688078.83,14453258.06,25217,9482,31378,Football Bowl Subdivision,2,30
2012,University of Hawaii at Manoa,350882.8401,2153517.18,668325.8167,4990576.365,4081602.492,7721797.53,7251444.194,7519740.847,4685734.098,5609334.58,4301138.557,7013978.198,14279,9404,25652,Football Bowl Subdivision,1,5
2012,University of Iowa,868088.9907,2557812.438,1251482.374,9701792.038999999,15116997.91,36214765.96,16541091.4,10751668.28,8832230.143,27185189.51,29026232.28,26389255.11,21320,8057,26279,Football Bowl Subdivision,1,14
2012,University of Nebraska-Lincoln,913966.4890000001,1905044.6409999998,1638447.735,9305839.76,12729189.48,10618907.14,13891011.75,9843457.514,12357535.43,10227267.99,19290977.38,33922692.19,19103,7984,20734,Football Bowl Subdivision,2,45
2012,Texas A & M University,646684.8759,1884668.5790000001,1071572.5829999999,7634680.774,17975188.95,15121664.37,14936338.6,7442400.251,11163648.99,55809813.1,5623041.276000001,36614336.22,39950,8506,25035,Football Bowl Subdivision,3,142
2012,University of Wisconsin-Madison,2620291.22,2487462.1319999998,873376.3967,15454169.87,9242635.501,26749452.06,16568840.35,10768029.13,4917207.073,20596902.89,30069114.05,28819486.14,29127,10378,26628,Football Bowl Subdivision,2,23
2012,University of North Carolina at Chapel Hill,2096199.3159999999,1678335.3490000002,1581309.6719999998,8637407.317,9455675.73,18352271.52,13752121.69,11081924.17,3877109.086,18271499.02,23771224.99,24728768.15,17918,7693,28445,Football Bowl Subdivision,3,206
2012,University of Utah,695965.0049,1134899.149,1145741.572,6192448.277000001,6224961.956,4579741.366,10054807.4,7876730.651000001,3247505.312,8740764.71,5542812.364,11799889.72,23972,7139,22642,Football Bowl Subdivision,1,14
2012,Purdue University,1050744.929,2322465.377,995631.7184,8157918.623,7866958.672,16098081.42,11001736.03,10031042.3,5907193.874,16628930.5,27326192.23,16520228.21,31055,9900,28702,Football Bowl Subdivision,1,10
2012,University of California-Santa Barbara,132945.1228,38509.835719999995,222067.9153,1725736.975,2060524.483,2446164.3340000003,3557392.462,3925285.32,127092.1797,1108319.95,610579.3568,366813.0062,18974,13671,36549,No Football Subdivision,1,8
2012,North Carolina State University at Raleigh,653134.7167,2029746.093,1251101.864,7307348.738,4167265.159,11098171.08,12319269.16,8635140.987,504478.9525,11196371.74,20806590.67,19065163.96,23291,7788,20953,Football Bowl Subdivision,1,18
2012,University of Illinois at Urbana-Champaign,537660.6133,2591686.124,1478810.5159999998,8316265.874,11145725.33,19490527.3,11093886.17,10379375.52,4687398.304,16338735.75,27734572.73,21384038.54,31260,14522,28664,Football Bowl Subdivision,1,21
2012,University of Vermont,134158.78,50711.22019,286335.3001,1681917.781,1036958.786,2839190.664,3451122.71,6428855.328,824464.2326,320553.9533,645567.3913,1658467.33,10192,15284,35612,No Football Subdivision,1,10
2012,West Virginia University,746973.1059999999,3128849.148,1084503.626,7685101.385,35677815.15,13151029.97,11706240.54,8507189.526,3381593.008,23783570.63,15065868.55,22537497.97,22292,6090,18868,Football Bowl Subdivision,1,20
2012,University of Missouri-Columbia,918177.1792,2437516.111,1113860.332,6812597.86,7675132.879,14709234.16,14222980.98,8656004.184,2116844.0330000003,14400467.63,6304842.765,19790929.95,26589,9257,23366,Football Bowl Subdivision,1,4
2012,University of Washington,927771.4481,3252287.812,1471886.084,9896876.203,13336135.18,6629689.991,15228049.11,10389288.62,10314652.36,24566999.45,18082389.06,23711508.03,27988,12383,29938,Football Bowl Subdivision,2,37
2012,Iowa State University,683879.2995,1591529.398,1200259.086,7282711.81,7494732.817000001,13469605.07,9356624.155,7507764.757,675632.8487,8229856.823,27642327.46,13550285.94,25058,7726,19838,Football Bowl Subdivision,1,2
2012,The University of Tennessee,1215293.226,4677963.973999999,2355174.537,7818233.626,14426970.52,23333412.51,18071629.22,11436316.27,6392235.495,26603363.69,27839091.51,35461106.77,20699,9092,27582,Football Bowl Subdivision,2,57
2012,University of California-Irvine,147925.061,29487.37604,151345.4628,1623506.475,1011576.5190000001,1983876.958,3354103.3060000003,3255382.063,279916.82,679089.8379,553290.7625,239017.3025,22210,13122,36000,No Football Subdivision,2,25
2012,University of New Mexico,411614.8341,1113278.07,650275.6706,5017606.1110000005,6292821.181,11094182.0,8376347.657000001,7369667.581,5989904.459,5568486.285,4532700.387,6705497.051,21011,6050,20688,Football Bowl Subdivision,1,15
2012,Montana State University,463288.8263,217311.5497,398981.718,1949246.435,2039868.2659999998,9287628.629,2787475.903,4589731.824,838851.4545,6120225.74,989500.7109,2555103.923,12533,6705,20062,Football Championship Subdivision,1,20
2012,University of Oregon,1144154.723,4134351.1089999997,1400358.708,6590501.72,11268808.57,26790847.08,16988698.86,10038863.65,8565377.125,33856557.81,15951451.55,24408666.83,20464,9310,28660,Football Bowl Subdivision,3,177
2012,University of Connecticut,546747.885,2191082.015,885321.6691,12225609.53,8367206.027000001,2693908.2610000004,16476722.62,11321096.19,10903644.09,11460083.46,12084950.73,11622400.97,17170,11242,29074,Football Bowl Subdivision,3,86
2012,University of Arizona,1123193.262,2740451.65,1168218.7959999999,8324423.825,7250489.785,23316720.28,15671916.29,10234324.14,7434347.881,35414500.66,11776417.32,13287006.63,31217,10035,26231,Football Bowl Subdivision,2,51
2012,Oregon State University,1125403.143,2324055.3619999997,954390.3699,5002162.035,7738709.284,16353910.12,10530863.15,8839232.976,3490337.115,10262167.17,13350787.92,9973890.648,21096,8138,22322,Football Bowl Subdivision,2,27
2012,Sam Houston State University,493139.9859,51117.86332,137841.5659,1273226.805,1024776.218,1524653.517,2464628.441,3323272.648,427644.3089,469394.7453,755742.5897,432743.5509,15611,6608,15032,Football Championship Subdivision,2,40
2012,Arkansas State University,154028.8893,564910.9295,315569.7002,2227625.537,716791.6142,1777417.239,3354304.014,4980217.941000001,504684.8874,88057.57571,1066063.562,1355785.813,9496,7180,12610,Football Bowl Subdivision,1,8
2012,University of Maryland Eastern Shore,32928.684960000006,2090.7101559999996,73306.5702,2171822.393,44427.59082,580684.2923,888099.1776,1613761.675,15518.29613,49472.47442,340567.2762,34078.57554,3681,6713,14849,No Football Subdivision,1,10
2012,Arizona State University,1172251.7759999998,2657610.3959999997,938286.6749,7574544.632,7813554.617000001,11825118.32,12249113.29,11674698.0,11673834.53,11776690.15,13484526.47,9469946.917000001,59183,9724,22977,Football Bowl Subdivision,2,39
2012,University of Mississippi,823274.6185,2682024.664,1064384.722,6191879.603999999,2939657.65,10750547.66,11534077.88,6792803.016,850765.3663,11428963.24,23701814.46,14059017.03,15791,6282,16266,Football Bowl Subdivision,1,12
2012,Jacksonville State University,110316.3214,18422.292540000002,226224.2471,1222481.088,1042102.978,958913.6213,2755022.855,4874890.055,0.0,775004.3024,766640.4164,205818.91600000003,7654,6360,12720,Football Championship Subdivision,1,3
2012,University of Kansas,682813.3927,1726929.725,1531378.2869999998,9921825.693,13219536.27,6332115.033,15035677.65,10321403.26,2042661.455,23464434.18,21503419.14,19621597.06,18812,9678,23748,Football Bowl Subdivision,3,81
2012,University of North Dakota,578453.5046,349594.9627,468733.0356,2763895.829,3034827.8219999997,4229680.175,3675923.184,3546007.5,806617.9307,3249456.99,301129.1652,4066097.785,11472,7254,17170,Football Championship Subdivision,1,10
2012,Illinois State University,594311.5411,548756.0121,319109.2725,1963196.698,2304025.313,1029484.497,3404478.9669999997,5968584.442000001,608147.8609,1823012.4919999999,1484663.459,1269874.351,18179,12726,20016,Football Championship Subdivision,1,6
2012,Miami University,289778.6998,215865.8236,613592.0702,3285393.162,3247215.749,1389762.989,5844555.153,9838091.706,616078.9699,1613775.265,1567472.3069999998,1392261.3869999999,14984,13594,29158,Football Bowl Subdivision,1,5
2012,Virginia Polytechnic Institute and State University,1034934.979,2124254.555,1207334.938,7860549.6,5338651.381,19737938.81,11898010.93,10743114.14,1615512.645,18976529.35,23030905.57,17557375.16,23823,10923,25915,Football Bowl Subdivision,1,3
2012,University of Memphis,1371937.594,1275120.988,927521.6083,5576789.54,6764390.265,7371565.946,8101509.172,8453645.393,2814756.534,12208062.2,3084432.0110000004,8650243.232,16748,7904,22616,Football Bowl Subdivision,1,1
2012,University of New Hampshire,328973.2431,88525.89478,403509.1508,2160734.3109999998,2380943.585,4319982.1280000005,4729365.129,8424803.001,1553597.3090000001,1244558.987,1369027.325,1878602.384,12565,16422,28882,Football Championship Subdivision,1,3
2012,Stony Brook University,316079.8335,30106.22625,422849.2651,2540783.603,2453245.569,5950175.739,3522821.5239999997,6049455.2020000005,604882.1716,3508043.34,1685302.64,238947.2637,15618,7560,18180,Football Championship Subdivision,1,3
2012,Georgia Institute of Technology,681730.4048,1114769.791,1488635.8080000002,7983456.177999999,7385564.296,13546780.5,11101016.54,9013786.367,4129489.163,12332586.99,19756691.43,13710300.17,13954,10098,29402,Football Bowl Subdivision,1,10
2012,California State University-Fullerton,21534.314609999998,17598.55274,155258.2269,1274638.034,275835.7537,1163543.969,3195706.923,2248705.123,249955.8981,522706.809,269179.9779,374772.3397,32278,6195,17853,No Football Subdivision,1,3
2012,Wichita State University,184943.1751,350430.2014,442181.0166,2813531.378,4801660.841,3092960.017,4876162.252,2920601.872,1892467.9740000002,7545004.988,1256010.852,4154995.8260000004,11143,6442,14476,No Football Subdivision,2,24
2012,University of Louisiana at Lafayette,456406.2085,499014.8815,437669.2641,3440075.398,1443379.251,2451023.144,4396535.571,3489893.885,515302.5589,4102626.673,863715.225,2506845.106,14390,5374,14344,Football Bowl Subdivision,1,1
2012,San Diego State University,864687.4053,1149991.985,480468.1917,5059377.455,6164466.2129999995,4708847.945,8803883.249,6526149.661,4409195.866,4100989.647,5105883.211,5179881.807,25746,6578,18236,Football Bowl Subdivision,1,13
2012,Old Dominion University,232802.6666,382077.281,561181.1026,3201060.186,5328141.381,7885557.63,5832869.128,6896804.347999999,519117.0596,3816292.418,814510.3615,3401140.103,19303,8190,22230,Football Championship Subdivision,1,18
2012,Georgia Southern University,396506.3172,258725.3818,231649.6399,1384840.4119999998,1087594.741,1375305.7280000001,2878392.525,3978908.9,800501.5581,627213.0468,437955.6914,1115891.457,17139,5754,15575,Football Championship Subdivision,2,30
2012,Appalachian State University,346064.7986,221371.7088,383145.6339,2043623.1819999998,1799869.376,2456662.835,3500635.954,4143644.316,776714.5033,2316701.289,1073608.935,2482559.4159999997,15527,6059,18107,Football Championship Subdivision,1,9
2012,University of Nevada-Las Vegas,566008.5524,928269.0372,755604.6029,3193774.061,5752620.355,20691961.21,5876112.332,7373916.949,7208661.992000001,6630875.424,4039321.015,6019665.717999999,22035,6705,20615,Football Bowl Subdivision,1,6
2012,University of Central Arkansas,142360.6359,185602.7941,169838.8395,1747957.042,424375.4835,1133436.697,2110638.805,2980144.252,92200.31788,308688.1278,227287.3732,436439.9265,9028,7333,12830,Football Championship Subdivision,1,3
2012,University of Central Florida,713780.9915,1003315.078,623113.1642,4335933.201,4106235.2389999996,9789215.083999999,7820379.74,6988483.033,3697628.937,4926147.995,3033714.518,4631396.541999999,50621,6247,22345,Football Bowl Subdivision,2,24
2011,University of Virginia,1396320.007,2035277.7030000002,1198993.565,9031283.127999999,4519274.655,12710676.83,15013258.25,13540055.43,4150642.383,36814322.89,12382044.84,12990648.89,14568,11786,36780,Football Bowl Subdivision,3,73
2011,University of Maryland-College Park,986896.822,1932711.4430000002,886649.1254,6191412.935,6110453.1620000005,9497866.94,14684346.7,13395847.87,7181350.67,11251559.3,12543914.23,11449210.11,26111,8655,26026,Football Bowl Subdivision,3,104
2011,Clemson University,417333.8263,1653502.285,1141211.951,7376316.936000001,9144377.348,9417529.221,12462847.76,11123978.6,4565802.757,15121062.35,14579022.28,22125940.84,15697,12304,28462,Football Bowl Subdivision,2,30
2011,North Dakota State University,247733.0417,314727.0215,408210.0205,2879053.1569999997,2354988.621,783003.0751,3511661.213,3040024.15,1327252.871,2206620.877,546512.8755,2149533.872,11610,7270,17516,Football Championship Subdivision,2,60
2011,Pennsylvania State University,2589827.124,1667914.0790000001,1224743.162,11122936.16,18564597.51,32483101.49,15042988.78,13112276.87,5887253.352999999,36583407.7,28007114.5,38021503.44,38229,15984,28066,Football Bowl Subdivision,3,73
2011,University of Florida,2370790.6980000003,2771991.6810000003,1602506.709,12678390.87,16428386.04,21028170.2,23399298.06,9868722.813,9078022.492999999,44808964.13,31311138.98,22294395.68,31988,5657,27934,Football Bowl Subdivision,3,169
2011,The Ohio State University,1594900.158,8573271.489,1213140.745,10685753.17,30144671.44,29854368.82,17617406.48,16143427.95,12977661.52,18818383.57,26436974.84,53359374.35,41709,9735,24630,Football Bowl Subdivision,3,83
2011,Michigan State University,931684.5127,2310876.1769999997,1004202.2840000001,9027827.157,12125305.36,23219886.33,16883342.89,10826466.35,6276429.392000001,19233073.4,28188193.93,24260287.22,36158,12202,31148,Football Bowl Subdivision,1,15
2011,University of Michigan,486813.8858,1958250.844,1579521.675,11123065.26,12470391.36,30625882.58,16873136.1,17416658.21,20355758.19,29834688.24,25889990.36,44459842.78,27240,12634,37782,Football Bowl Subdivision,2,39
2011,The University of Texas at Austin,1728094.279,2253964.1569999997,1568885.948,32790749.05,14115203.03,27372037.44,23719894.58,9557875.356,24370186.88,39838228.07,15870555.63,65296071.62,37725,9794,32506,Football Bowl Subdivision,3,83
2011,The University of Alabama,2089333.398,2405659.833,1807690.4430000002,9138588.943,15658457.82,28190615.99,19041247.28,12731018.94,8259437.536,32097210.71,31929302.16,33836777.23,25613,8600,21900,Football Bowl Subdivision,3,172
2011,University of Oklahoma,1347791.304,2254097.531,1348209.563,14763858.58,8667939.911,24186508.27,20240416.9,10071583.72,12943650.24,30591704.85,17671786.53,38258324.41,20116,8325,19278,Football Bowl Subdivision,3,75
2011,Indiana University-Bloomington,1344708.779,4861726.266,959272.5285,5732545.573,8358786.829,12201079.57,13218571.18,11935900.23,5636856.044,16710900.72,28516249.75,13052712.32,32041,9524,29540,Football Bowl Subdivision,1,13
2011,University of Louisville,695119.6239,2614491.596,1204829.9840000002,8072870.591,19367569.25,17276194.7,15517047.9,9486985.807,3763282.355,30115609.92,10466622.85,28240582.99,14737,8930,21650,Football Bowl Subdivision,2,38
2011,University of Kentucky,650222.9449,2170282.501,1352494.583,9020973.899,11566432.5,23185132.43,17386074.09,10007991.29,5660678.663,15621148.49,31183533.73,30300002.34,19709,9128,18740,Football Bowl Subdivision,3,85
2011,University of California-Berkeley,1248248.886,3244424.716,1007832.1740000001,8467067.871,9895319.598,3926645.534,15460942.52,9494719.328,8997336.936,8671259.307,10863017.06,17022347.83,25885,12834,35712,Football Bowl Subdivision,3,120
2011,University of South Carolina,1147019.561,2743475.3860000004,916609.0533,12599747.53,11671790.0,19172153.78,14180038.5,9035977.871,3273967.452,26027229.43,24654999.85,21087399.71,22222,10168,26352,Football Bowl Subdivision,3,133
2011,Louisiana State University and Agricultural & Mechanical College,611955.4561,2532572.602,996096.3839,11220362.74,17800357.4,21056524.31,17675094.19,10633706.61,2496633.279,34065724.9,29201272.48,37429454.76,23372,6354,19362,Football Bowl Subdivision,3,170
2011,California State University-Long Beach,185454.0775,35704.58599,273972.386,1397554.511,2393309.4590000003,1828803.981,3743298.756,2451557.346,223679.9538,1572106.115,519687.7553,533131.7915,29244,6240,17400,No Football Subdivision,1,5
2011,Auburn University,909581.877,4608648.687,2275768.037,9452665.103,14492360.53,28472389.12,21122029.84,10385636.4,5500303.0479999995,35049964.92,29107717.99,30917794.22,20436,8698,23272,Football Bowl Subdivision,2,24
2011,University of California-Los Angeles,413228.0604,4372382.554,1014419.752,9337891.445,8634442.921,9037473.786,13297791.76,11261069.36,9704834.676,8331467.694,13492658.8,21391742.82,27199,12686,35564,Football Bowl Subdivision,3,192
2011,University of Minnesota-Twin Cities,692908.8268,2140905.148,1206722.8190000001,8637501.972000001,10396805.62,22636223.1,14267569.85,9318889.474,8912269.264,7574947.2360000005,25438989.89,22838612.4,30610,13022,18022,Football Bowl Subdivision,2,43
2011,Oklahoma State University,879792.6669,1695997.177,725682.3995,6293628.155,10870698.29,19415307.31,13611048.48,8534451.301,1663071.025,28785528.46,19098713.06,24191348.12,18836,7107,18455,Football Bowl Subdivision,3,65
2011,University of Georgia,1438650.582,2344533.215,1643952.7519999999,12012292.23,8027711.432999999,22199099.87,14949751.19,9098456.361,8866305.598,30558441.53,29846943.66,22137448.29,26177,9472,27682,Football Bowl Subdivision,2,28
2011,University of Maine,77014.05469,25149.95058,362316.7757,1913171.711,1905042.3369999998,2885300.365,3342486.1560000004,6095829.038,665634.5051,1543722.1269999999,972686.6891,1434877.716,8271,10588,26356,Football Championship Subdivision,1,9
